Department,Category,AccountCode,AccountName,     BudgetAmount     ,Period
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,2.38,01/07/2017
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.27,01/08/2017
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.9,01/08/2017
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3.04,01/09/2017
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,3,01/09/2017
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.34,01/10/2017
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,2.2,01/10/2017
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,1.89,01/11/2017
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.79,01/11/2017
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.04,01/12/2017
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,2.22,01/12/2017
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.75,01/01/2018
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,2.51,01/01/2018
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2,01/02/2018
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.89,01/02/2018
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.66,01/03/2018
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,2.23,01/03/2018
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.5,01/04/2018
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,2.12,01/04/2018
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,1.8,01/05/2018
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.64,01/05/2018
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.08,01/06/2018
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.89,01/06/2018
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3.08,01/07/2018
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,2.38,01/07/2018
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.39,01/08/2018
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.81,01/08/2018
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.84,01/09/2018
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,2.62,01/09/2018
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.27,01/10/2018
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,2.05,01/10/2018
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,1.69,01/11/2018
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.59,01/11/2018
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.27,01/12/2018
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,2.12,01/12/2018
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.34,01/01/2019
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,2.06,01/01/2019
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.17,01/02/2019
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.91,01/02/2019
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.28,01/03/2019
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.87,01/03/2019
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.12,01/04/2019
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.87,01/04/2019
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,1.81,01/05/2019
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.56,01/05/2019
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.3,01/06/2019
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.9,01/06/2019
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,6.39,01/07/2019
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.56,01/07/2019
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,7.84,01/08/2019
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.89,01/08/2019
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,4.28,01/09/2019
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.41,01/09/2019
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3,01/10/2019
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.18,01/10/2019
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3.47,01/11/2019
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.55,01/11/2019
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.68,01/12/2019
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.74,01/12/2019
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3.41,01/01/2020
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.43,01/01/2020
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3.87,01/02/2020
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.49,01/02/2020
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,4.34,01/03/2020
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.52,01/03/2020
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3.19,01/04/2020
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.17,01/04/2020
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3.28,01/05/2020
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.45,01/05/2020
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,4.96,01/06/2020
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.52,01/06/2020
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,6.79,01/07/2020
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.7,01/07/2020
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,9.71,01/08/2020
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,2.06,01/08/2020
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.77,01/09/2020
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.31,01/09/2020
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3.73,01/10/2020
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.67,01/10/2020
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3.73,01/11/2020
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.59,01/11/2020
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,2.63,01/12/2020
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.53,01/12/2020
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,5.29,01/01/2021
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.84,01/01/2021
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3.62,01/02/2021
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.54,01/02/2021
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3.84,01/03/2021
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.3,01/03/2021
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3,01/04/2021
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.5,01/04/2021
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,3.39,01/05/2021
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.5,01/05/2021
HYPERICUM,RATIOS,ICS,INDIRECT COST PER STEM,4.52,01/06/2021
ROSES,RATIOS,ICS,INDIRECT COST PER STEM,1.33,01/06/2021
HYPERICUM,RATIOS,ICM2,INDIRECT COST PER M2,31.6,01/07/2020
ROSES,RATIOS,ICM2,INDIRECT COST PER M2,32.96,01/07/2020
HYPERICUM,RATIOS,ICM2,INDIRECT COST PER M2,30.48,01/08/2020
ROSES,RATIOS,ICM2,INDIRECT COST PER M2,31.84,01/08/2020
HYPERICUM,RATIOS,ICM2,INDIRECT COST PER M2,22.97,01/09/2020
ROSES,RATIOS,ICM2,INDIRECT COST PER M2,25.48,01/09/2020
HYPERICUM,RATIOS,ICM2,INDIRECT COST PER M2,24.69,01/10/2020
ROSES,RATIOS,ICM2,INDIRECT COST PER M2,26.4,01/10/2020
HYPERICUM,RATIOS,ICM2,INDIRECT COST PER M2,23.65,01/11/2020
ROSES,RATIOS,ICM2,INDIRECT COST PER M2,25.17,01/11/2020
HYPERICUM,RATIOS,ICM2,INDIRECT COST PER M2,26.51,01/12/2020
ROSES,RATIOS,ICM2,INDIRECT COST PER M2,30.22,01/12/2020
HYPERICUM,RATIOS,ICM2,INDIRECT COST PER M2,27.71,01/01/2021
ROSES,RATIOS,ICM2,INDIRECT COST PER M2,29.04,01/01/2021
HYPERICUM,RATIOS,ICM2,INDIRECT COST PER M2,23.05,01/02/2021
ROSES,RATIOS,ICM2,INDIRECT COST PER M2,24.28,01/02/2021
HYPERICUM,RATIOS,ICM2,INDIRECT COST PER M2,23.21,01/03/2021
ROSES,RATIOS,ICM2,INDIRECT COST PER M2,25.7,01/03/2021
HYPERICUM,RATIOS,ICM2,INDIRECT COST PER M2,22.7,01/04/2021
ROSES,RATIOS,ICM2,INDIRECT COST PER M2,23.84,01/04/2021
HYPERICUM,RATIOS,ICM2,INDIRECT COST PER M2,22.66,01/05/2021
ROSES,RATIOS,ICM2,INDIRECT COST PER M2,23.94,01/05/2021
HYPERICUM,RATIOS,ICM2,INDIRECT COST PER M2,24.01,01/06/2021
ROSES,RATIOS,ICM2,INDIRECT COST PER M2,26.46,01/06/2021
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,11.45,01/07/2016
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,39.41,01/07/2016
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,14.36,01/08/2016
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,33.8,01/08/2016
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,27.07,01/09/2016
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,39.81,01/09/2016
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,14.61,01/10/2016
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,35.15,01/10/2016
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,12.55,01/11/2016
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,40.67,01/11/2016
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,19.25,01/12/2016
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,33.75,01/12/2016
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,21.6,01/01/2017
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,49.23,01/01/2017
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,19.93,01/02/2017
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,33.82,01/02/2017
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,20.5,01/03/2017
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,36.95,01/03/2017
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,16.55,01/04/2017
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,36.91,01/04/2017
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,17.63,01/05/2017
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,41.28,01/05/2017
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,20.68,01/06/2017
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,36.94,01/06/2017
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,10.97,01/07/2017
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,28.45,01/07/2017
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,11.57,01/08/2017
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,27.73,01/08/2017
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,21.55,01/09/2017
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,34.92,01/09/2017
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,15.75,01/10/2017
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,25.02,01/10/2017
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,16.21,01/11/2017
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,25.29,01/11/2017
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,21.16,01/12/2017
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,25.14,01/12/2017
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,17.84,01/01/2018
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,37.71,01/01/2018
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,15.67,01/02/2018
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,24.61,01/02/2018
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,11.32,01/03/2018
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,29.69,01/03/2018
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,12.6,01/04/2018
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,28.23,01/04/2018
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,15.25,01/05/2018
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,28.33,01/05/2018
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,14.28,01/06/2018
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,28.19,01/06/2018
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,11.9,01/07/2018
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,35.82,01/07/2018
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,10.37,01/08/2018
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,34.13,01/08/2018
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,19.04,01/09/2018
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,39.55,01/09/2018
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,15.22,01/10/2018
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,30.86,01/10/2018
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,16.77,01/11/2018
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,29.9,01/11/2018
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,17.64,01/12/2018
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,31.93,01/12/2018
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,17.34,01/01/2019
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,43.59,01/01/2019
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,14.36,01/02/2019
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,32.31,01/02/2019
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,12.5,01/03/2019
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,31.68,01/03/2019
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,14.61,01/04/2019
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,31.69,01/04/2019
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,13.41,01/05/2019
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,32.95,01/05/2019
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,12.32,01/06/2019
ROSES,RATIOS,ICM2,INDIRECT COST  PER M2,32.06,01/06/2019
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,28.91,01/07/2019
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,28.2,01/08/2019
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,20.64,01/09/2019
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,22.06,01/10/2019
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,23.71,01/11/2019
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,25.64,01/12/2019
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,27.89,01/01/2020
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,23.1,01/02/2020
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,23.63,01/03/2020
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,23.48,01/04/2020
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,23.14,01/05/2020
HYPERICUM,RATIOS,ICM2,INDIRECT COST  PER M2,24.42,01/06/2020
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/07/2016
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/08/2016
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/09/2016
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/10/2016
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/11/2016
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/12/2016
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/01/2017
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/02/2017
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/03/2017
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/04/2017
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/05/2017
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/06/2017
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/07/2017
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/08/2017
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/09/2017
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/10/2017
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/11/2017
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/12/2017
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/01/2018
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/02/2018
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/03/2018
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/04/2018
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/05/2018
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"93,400.00",01/06/2018
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"140,000.00",01/07/2018
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"140,000.00",01/08/2018
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"140,000.00",01/09/2018
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"140,000.00",01/10/2018
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"140,000.00",01/11/2018
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"140,000.00",01/12/2018
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"140,000.00",01/01/2019
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"140,000.00",01/02/2019
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"140,000.00",01/03/2019
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"140,000.00",01/04/2019
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"140,000.00",01/05/2019
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"140,000.00",01/06/2019
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"70,000.00",01/07/2019
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"70,000.00",01/08/2019
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"70,000.00",01/09/2019
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"70,000.00",01/10/2019
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"70,000.00",01/11/2019
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"70,000.00",01/12/2019
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"70,000.00",01/01/2020
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"70,000.00",01/02/2020
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"70,000.00",01/03/2020
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"70,000.00",01/04/2020
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"70,000.00",01/05/2020
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"70,000.00",01/06/2020
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES,"903,840.00",01/07/2020
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"144,000.00",01/07/2020
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES,"609,600.00",01/08/2020
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"144,000.00",01/08/2020
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES,"1,606,560.00",01/09/2020
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"144,000.00",01/09/2020
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES,"1,285,440.00",01/10/2020
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"144,000.00",01/10/2020
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES,"1,229,280.00",01/11/2020
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"144,000.00",01/11/2020
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES,"1,959,360.00",01/12/2020
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"144,000.00",01/12/2020
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES,"1,017,120.00",01/01/2021
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"144,000.00",01/01/2021
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES,"1,235,520.00",01/02/2021
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"144,000.00",01/02/2021
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES,"1,174,080.00",01/03/2021
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"144,000.00",01/03/2021
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES,"1,466,880.00",01/04/2021
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"144,000.00",01/04/2021
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES,"1,296,480.00",01/05/2021
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"144,000.00",01/05/2021
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES,"1,031,040.00",01/06/2021
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"144,000.00",01/06/2021
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES, -   ,01/07/2021
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES, -   ,01/08/2021
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES, -   ,01/09/2021
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES, -   ,01/10/2021
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES, -   ,01/11/2021
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES, -   ,01/12/2021
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES, -   ,01/01/2022
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES, -   ,01/02/2022
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES, -   ,01/03/2022
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES, -   ,01/04/2022
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES, -   ,01/05/2022
HYPERICUM,DIRECT COST,600404,HANDLING CHARGES, -   ,01/06/2022
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"109,650.00",01/07/2021
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"109,650.00",01/08/2021
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"109,650.00",01/09/2021
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"109,650.00",01/10/2021
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"109,650.00",01/11/2021
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"109,650.00",01/12/2021
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"109,650.00",01/01/2022
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"109,650.00",01/02/2022
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"109,650.00",01/03/2022
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"109,650.00",01/04/2022
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"109,650.00",01/05/2022
PACKHOUSE,DIRECT COST,600404,HANDLING CHARGES,"109,650.00",01/06/2022
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,1.18,01/07/2016
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,6.45,01/07/2016
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,2.82,01/08/2016
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.64,01/08/2016
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,5.29,01/09/2016
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.66,01/09/2016
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,3.93,01/10/2016
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,6.38,01/10/2016
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,-0.02,01/11/2016
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.3,01/11/2016
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,4.64,01/12/2016
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.74,01/12/2016
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,4.09,01/01/2017
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,6.45,01/01/2017
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,4.17,01/02/2017
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.71,01/02/2017
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,3.53,01/03/2017
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.47,01/03/2017
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,2.62,01/04/2017
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.71,01/04/2017
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,3.63,01/05/2017
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,6.46,01/05/2017
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,3.79,01/06/2017
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,5.77,01/06/2017
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,0.09,01/07/2017
ROSES,RATIOS,GPS,GROSS PROFIT PER STEM,4.93,01/07/2017
HYPERICUM,RATIOS,GPS,GROSS PROFIT PER STEM,2.77,01/08/2017
